"","text","retweet_count","favorite_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","photo","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"70","We're #hiring! Click to apply: Brand Associate - Creekside T/C - https://t.co/ctjmiyCMoy #Retail #Roseville, CA #Job #Jobs #CareerArc",0,0,FALSE,FALSE,"971564567745589248",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>",FALSE,"Thu Mar 08 01:53:38 +0000 2018",NA,NA,"en",98,FALSE,"Sacramento, CA","28677207","Follow this account for geo-targeted Retail job tweets in Sacramento, CA. Need help? Tweet us at @CareerArc!",TRUE,"Fri Apr 03 22:53:42 +0000 2009",652,439,0,FALSE,"http://www.careerarc.com/job-seeker","TMJ-SAC Retail Jobs","Eastern Time (US & Canada)","en",-18000,311,"tmj_sac_retail",FALSE,"US","United States","city","Roseville, CA",NA,NA,38.7631605,-121.3007305,38.7521235,-121.2880059,"http://bit.ly/2orCcYi","https://t.co/ctjmiyCMoy"
"71","These two shmoosh faces! <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><ed><U+00A0><U+00BD><ed><U+00B0><U+00B6> #pups #kalani #beezy #bffs #besties #furballs #furfriends #errands @… https://t.co/taCJMnk5ec",0,0,FALSE,FALSE,"971564570467864576",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:39 +0000 2018",NA,NA,"en",63,FALSE,"Taos, NM","22046932","Former Professional Golfer, Runner, Total Sports Fanatic, and Foodie. Bring it! You may recognize me from Golf Channel's Big Break XI: PEI. Stanford '04",TRUE,"Thu Feb 26 19:09:12 +0000 2009",3057,1515,1249,FALSE,"http://www.KimKouwabunpat.com","Kim Kouwabunpat","Pacific Time (US & Canada)","en",-28800,813,"kimk04",FALSE,"US","United States","city","Taos, NM",NA,NA,36.415483,-105.5835915,36.394,-105.577,"https://www.instagram.com/p/BgC2Rbhl63y/","https://t.co/taCJMnk5ec"
"72","Accident reported in #OklahomaCity on Walker Ave north of SW 66th St #OKCtraffic https://t.co/5PW2Tg7Vzy",0,0,FALSE,FALSE,"971564571340279815",NA,"<a href=""http://www.sigalert.com/Map.asp?region=Oklahoma+City"" rel=""nofollow"">TTN OKC traffic</a>",FALSE,"Thu Mar 08 01:53:39 +0000 2018",NA,NA,"en",90,FALSE,"Oklahoma City, OK","249851984",NA,TRUE,"Wed Feb 09 22:37:10 +0000 2011",198935,1889,24032,FALSE,NA,"TTN Oklahoma City","Central Time (US & Canada)","en",-21600,161,"TotalTrafficOKC",FALSE,"US","United States","city","Oklahoma City, OK",NA,NA,35.4828435,-97.552161,35.39923,-97.52132,"http://bit.ly/10F6MbJ","https://t.co/5PW2Tg7Vzy"
"73","#TOMORROW JUST A FEW ARTISTS PERFORMING @ #TheMomentOfTruth #showcase #concert @takeoff4405… https://t.co/NtgsWkHv9j",0,0,FALSE,FALSE,"971564572757946368",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:39 +0000 2018",NA,NA,"en",48,FALSE,"OKC,OK","837741770","WHO DOES HE THINK HE IS?? ONLY 1 WAY 2 FIND OUT!! FOLLOW ME CLOSELY @DuceKdiggitty #SoundCloud #Instagram #facebook #Snapchat #Twitter",TRUE,"Fri Sep 21 12:59:11 +0000 2012",9309,572,427,FALSE,NA,"ducekdiggitty",NA,"en",NA,1113,"ducekdiggitty",FALSE,"US","United States","city","Oklahoma City, OK",NA,NA,35.4828435,-97.552161,35.40900799,-97.51876604,"https://www.instagram.com/p/BfhLQE6hkOp/","https://t.co/NtgsWkHv9j"
"74","This year’s @fvdedinthepark lineup 
.
.
.
.
.
#faded #fadedinthepark #fvdedinthepark #fvded… https://t.co/Ee4ajU1K8e",0,0,FALSE,FALSE,"971564574217445376",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:39 +0000 2018",NA,NA,"en",71,FALSE,"British Columbia, Canada","527828403","<ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6>Showcasing the next wave of artists from British Columbia #Canadianhiphop http://facebook.com/bcundergroundhiphop # #vancouverhiphop #hiphop #promo",TRUE,"Sat Mar 17 20:50:49 +0000 2012",4027,10318,9320,FALSE,"http://www.bcundergroundhiphop.com/","BCUnderground HipHop","Arizona","en",-25200,8242,"BCundergroundHH",FALSE,"CA","Canada","city","Surrey, British Columbia",NA,NA,49.111519,-122.818486,49.1364,-122.821,"https://www.instagram.com/p/BgC2RXznyci/","https://t.co/Ee4ajU1K8e"
"75","Thank you to Lieutenant Shannon Bush-Smith and Stefni Powell for coming to speak to our scholars… https://t.co/bwaJsPDwR9",0,0,FALSE,FALSE,"971564574037045248",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:39 +0000 2018",NA,NA,"en",9,FALSE,"Louisville, Kentucky","532240277","Cardinals C.A.R.E. Cards Cooperate, Cards Always try, Cards are Respectful and Responsible citizens and Cards are Eager to learn!...GO CARDS!",TRUE,"Wed Mar 21 13:46:34 +0000 2012",395,481,477,FALSE,NA,"IndianTrailCardinals","Eastern Time (US & Canada)","en",-18000,256,"ITESCardinals",FALSE,"US","United States","city","Newburg, KY",NA,NA,38.1738735,-85.6876845,38.17122,-85.6907,"https://www.instagram.com/p/BgC2RcpHhDt/","https://t.co/bwaJsPDwR9"
"76","If you're looking for work in #VillageofPelham, NY, check out this #job: https://t.co/QHk16r7VKc #Clerical #Hiring https://t.co/QEsTwu68a0",0,0,FALSE,FALSE,"971564573579886592",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>",FALSE,"Thu Mar 08 01:53:39 +0000 2018",NA,NA,"en",1095,FALSE,"Florida","107210762","Staffing and Recruiting Leader",TRUE,"Thu Jan 21 21:27:16 +0000 2010",879,783,7,FALSE,"http://www.gdkn.com/CareerOpportunities","GDKN","Eastern Time (US & Canada)","en",-18000,997,"GDKN",TRUE,"US","United States","city","Pelham, NY",NA,NA,40.914286,-73.807508,40.9098215,-73.8079111,"http://bit.ly/2oFiV5N","https://t.co/QHk16r7VKc"
"77","Absolutely beautiful <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #nofilter #sunset #love #beautiful @ Las Vegas, Nevada https://t.co/1FQotIwFyU",0,0,FALSE,FALSE,"971564574221750272",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:39 +0000 2018",NA,NA,"en",50,FALSE,"<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Vegas<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Chicago <ed><U+00A0><U+00BD><ed><U+00B3><U+008D>DMV","25999013","Old soul living a positive life <U+2764><U+FE0F>",TRUE,"Mon Mar 23 13:22:57 +0000 2009",12245,1310,2068,FALSE,NA,"Nathalie C M","Central Time (US & Canada)","en",-21600,196,"MsNathalieC",FALSE,"US","United States","city","Las Vegas, NV",NA,NA,36.232915,-115.223125,36.175,-115.136,"https://www.instagram.com/p/BgC2RetHaXz/","https://t.co/1FQotIwFyU"
"78","#USGS07343200 - Sulphur Rv nr Talco, TX
Height: 22.56ft <U+25BC> (20ft)
Flow: 7670cfs
https://t.co/VuyNkN2oXt",0,0,FALSE,FALSE,"971564574666362880",NA,"<a href=""http://txpub.usgs.gov/txwaterdashboard/"" rel=""nofollow"">CWIS Twitter Feed</a>",FALSE,"Thu Mar 08 01:53:40 +0000 2018",NA,NA,"en",63,FALSE,"Texas, USA","715209574802784256","290 @USGS_Texas real-time streamgages have flood stage defined by @NWS. This autonomous feed delivers river stage/discharge data for sites above flood stage.",TRUE,"Wed Mar 30 16:10:25 +0000 2016",69505,1017,0,FALSE,"http://txpub.usgs.gov/txwaterdashboard/","USGS TX FloodWatch",NA,"en",NA,1,"USGS_TexasFlood",FALSE,"US","United States","admin","Texas, USA",NA,NA,31.1688935,-100.0768885,33.39066814,-95.0624408,"http://waterdata.usgs.gov/tx/nwis/uv?site_no=07343200&t=20180307194500","https://t.co/VuyNkN2oXt"
"79","NEW VIDEO OUT NOW CHECK OUT NY PAGE FOR THE FULL  <ed><U+00A0><U+00BD><ed><U+00B4><U+0091>
-
-
#whyyouactinglikethat
-
-
-
#nochill… https://t.co/UIBZX666Vu",0,0,FALSE,FALSE,"971564574754459648",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:40 +0000 2018",NA,NA,"en",12,FALSE,"CT  NY","89078155","JuneTv <U+270A> RMF<ed><U+00A0><U+00BD><ed><U+00B4><U+008A> My goal is to make you laugh and give you an experience that you can keep with you, if you rock wit that hit the follow and tune-in. <ed><U+00A0><U+00BD><ed><U+00B3><U+00BA>",TRUE,"Wed Nov 11 01:45:38 +0000 2009",93655,1433,372,FALSE,NA,"JuneTv  <ed><U+00A0><U+00BD><ed><U+00B3><U+00BA>","Central Time (US & Canada)","en",-21600,884,"ShinelikeJune",FALSE,"US","United States","city","Charlotte, NC",NA,NA,35.209059,-80.8467855,35.22694444,-80.84333333,"https://www.instagram.com/p/BgC2JcxHqVy/","https://t.co/UIBZX666Vu"
"80","ISSA BASH, Friday March 23rd! I need everybody out for this, we going crazy for 21st bday! I'm… https://t.co/BVWlLRRMAJ",0,0,FALSE,FALSE,"971564574955667456",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:40 +0000 2018",NA,NA,"en",11,FALSE,"Chicago, IL","308209460","Booking: djssabchicago@gmail.com IG: dj_ssab ||||| Snap: @sabbyarroyo | Illinois State |||||||||||| ISSA BASH TICKET LINK <U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F>",TRUE,"Tue May 31 00:57:40 +0000 2011",22171,1604,16962,FALSE,"https://tinyurl.com/issabash","ISSA BASH 3/23 tix in bio","Central Time (US & Canada)","en",-21600,787,"DjSSAB",FALSE,"US","United States","city","Crest Hill, IL",NA,NA,41.568604,-88.110264,41.5645,-88.1085,"https://www.instagram.com/p/BgC2RvLl7eI/","https://t.co/BVWlLRRMAJ"
"81","Earlier accident in #SanDiego on 52 EB before Santo Rd #SDtraffic https://t.co/m44DG45MF1",0,0,FALSE,FALSE,"971564576952156160",NA,"<a href=""http://www.sigalert.com/Map.asp?region=San+Diego"" rel=""nofollow"">TTN SD traffic</a>",FALSE,"Thu Mar 08 01:53:40 +0000 2018",NA,NA,"en",78,FALSE,"San Diego, CA","249877352","Traffic Updates that are impacting your commute. Serving San Diego and surrounding areas. Got a traffic tip? Reach us 24/7 on our Tip Line at 858-467-0504.",TRUE,"Wed Feb 09 23:46:17 +0000 2011",47321,1444,10,FALSE,"http://ttwnetwork.com","TTWN San Diego","Pacific Time (US & Canada)","en",-28800,34,"TotalTrafficSD",FALSE,"US","United States","city","San Diego, CA",NA,NA,32.810012,-117.104989,32.84143,-117.0973,"http://bit.ly/Y31oyM","https://t.co/m44DG45MF1"
"82","#USGS08019200 - Sabine Rv nr Hawkins, TX
Height: 29.95ft <U+25BC> (23ft)
Flow: 14200cfs
https://t.co/03jQhOJlzP",0,0,FALSE,FALSE,"971564576998350848",NA,"<a href=""http://txpub.usgs.gov/txwaterdashboard/"" rel=""nofollow"">CWIS Twitter Feed</a>",FALSE,"Thu Mar 08 01:53:40 +0000 2018",NA,NA,"en",63,FALSE,"Texas, USA","715209574802784256","290 @USGS_Texas real-time streamgages have flood stage defined by @NWS. This autonomous feed delivers river stage/discharge data for sites above flood stage.",TRUE,"Wed Mar 30 16:10:25 +0000 2016",69506,1017,0,FALSE,"http://txpub.usgs.gov/txwaterdashboard/","USGS TX FloodWatch",NA,"en",NA,1,"USGS_TexasFlood",FALSE,"US","United States","admin","Texas, USA",NA,NA,31.1688935,-100.0768885,32.55986369,-95.206614,"http://waterdata.usgs.gov/tx/nwis/uv?site_no=08019200&t=20180307194500","https://t.co/03jQhOJlzP"
"83","I'm tasting that Nebur goddammit! (@ Food &amp; Liquor - @foodandliquorto in Toronto, Ontario w/ @drunk_canuck)… https://t.co/7oAg1oSlwe",0,0,FALSE,TRUE,"971564576868392961",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",FALSE,"Thu Mar 08 01:53:40 +0000 2018",NA,NA,"en",25,FALSE,"Toronto, my love.","41733022","Marketing boss and a bit of a blogger, blue belt in Brazilian jiu-jitsu, blues and lindy hopper. Time to drink in life's sunshine.",TRUE,"Fri May 22 02:30:52 +0000 2009",10481,283,2301,FALSE,"http://www.yyzbcn.com","Katya R","Eastern Time (US & Canada)","en",-18000,84,"riget",FALSE,"CA","Canada","city","Toronto, Ontario",NA,NA,43.629311,-79.2725695,43.63961784,-79.44181137,"https://twitter.com/i/web/status/971564576868392961","https://t.co/7oAg1oSlwe"
"84","Have you ever checked out an art pack at the art museum? Last week my friend and I bravely… https://t.co/gUd6CVIZYT",0,0,FALSE,FALSE,"971564578701180929",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:41 +0000 2018",NA,NA,"en",19,FALSE,"Milwaukee, WI","1335169147","Family-Friendly Fun in Milwaukee!",TRUE,"Sun Apr 07 21:44:25 +0000 2013",2711,1003,1268,FALSE,"http://MiltownMoms.com","MiltownMoms","Central Time (US & Canada)","en",-21600,606,"MiltownMoms",FALSE,"US","United States","city","Milwaukee, WI",NA,NA,43.0567225,-87.9672925,43.03942746,-87.89740719,"https://www.instagram.com/p/BgC2IFyBuL3/","https://t.co/gUd6CVIZYT"
"85","See our latest #Burbank, CA #job and click to apply: Full-Time Sales Associate - https://t.co/XeDJsKGDfC #CustomerService #Hiring #CareerArc",0,0,FALSE,FALSE,"971564579586162689",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>",FALSE,"Thu Mar 08 01:53:41 +0000 2018",NA,NA,"en",123,FALSE,"Los Angeles, CA","71723093","Follow this account for geo-targeted Customer Service job tweets in Los Angeles, CA. Need help? Tweet us at @CareerArc!",TRUE,"Sat Sep 05 04:09:07 +0000 2009",1605,453,0,FALSE,"http://www.careerarc.com/job-seeker","TMJ-LAX CstSrv Jobs","Eastern Time (US & Canada)","en",-18000,283,"tmj_lax_cstsrv",FALSE,"US","United States","city","Burbank, CA",NA,NA,34.18216,-118.325145,34.1851172,-118.3151484,"http://bit.ly/2G2zeS8","https://t.co/XeDJsKGDfC"
"86","4001 Tanglewilde St #1502, Houston, TX 77063, $133,900 2 beds, 3 baths https://t.co/ILhyu3eYTz",0,0,FALSE,FALSE,"971564582530633728",NA,"<a href=""http://www.bubblelife.com"" rel=""nofollow"">BubbleLife</a>",FALSE,"Thu Mar 08 01:53:41 +0000 2018",NA,NA,"en",4,FALSE,"Piney Point Village, Texas","2872551293","Piney Point Village BubbleLife features community news, photos & events. Share your business, organization or personal news & events at https://t.co/LnJcIJj3gt.",TRUE,"Tue Nov 11 17:19:04 +0000 2014",7481,189,1,FALSE,"http://PineyPointTX.BubbleLife.com","Piney Point Village","Central Time (US & Canada)","en",-21600,90,"BLifePineyPoint",FALSE,"US","United States","city","Houston, TX",NA,NA,29.838495,-95.4464865,29.73990059,-95.52380371,"http://bubly.us/sj4C","https://t.co/ILhyu3eYTz"
"87","At 8:53 PM, Nashua [Hillsborough Co, NH] CO-OP OBSERVER reports SNOW of 3.80 INCH #GYX https://t.co/zqfi95anMR",0,0,FALSE,FALSE,"971564583755403264",NA,"<a href=""https://mesonet.agron.iastate.edu/projects/iembot/"" rel=""nofollow"">iembot</a>",FALSE,"Thu Mar 08 01:53:42 +0000 2018",NA,NA,"en",27,FALSE,"Portland, ME","34918551","NWS Portland Maine products delivered by the IEM",TRUE,"Fri Apr 24 13:03:34 +0000 2009",86631,98,0,FALSE,"https://mesonet.agron.iastate.edu/projects/iembot/","IEMBot GYX","Central Time (US & Canada)","en",-21600,0,"iembot_gyx",FALSE,"US","United States","city","Nashua, NH",NA,NA,42.7529695,-71.504117,42.73,-71.48,"https://mesonet.agron.iastate.edu/lsr/#GYX/201803080153/201803080153","https://t.co/zqfi95anMR"
"88","Oh Yeah best believe it! <ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008A> @ El Paso, Texas https://t.co/u5NUKYRHrz",0,0,FALSE,FALSE,"971564585030488065",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:42 +0000 2018",NA,NA,"en",0,FALSE,"El Paso, TX","46699617",NA,TRUE,"Fri Jun 12 17:22:39 +0000 2009",3351,135,171,FALSE,NA,"Baby Ruth","Mountain Time (US & Canada)","en",-25200,581,"tattoogirl70",FALSE,"US","United States","city","El Paso, TX",NA,NA,31.793368,-106.4174305,31.7658,-106.489,"https://www.instagram.com/p/BgC2RzblCEV/","https://t.co/u5NUKYRHrz"
"89","Che sorriso splendido che ha questa bella ragazza, non c’è dubbio è un sorriso “siciliano DOC”!… https://t.co/SuUVu7ueHX",0,0,FALSE,FALSE,"971564588792729600",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:43 +0000 2018",NA,NA,"it",19,FALSE,"São Paulo / Milano / New York","36128858","I`m a singer and songwriter.  I love peace, music, people and life.",TRUE,"Tue Apr 28 17:44:44 +0000 2009",8550,905,2441,FALSE,"http://www.mafaldaminnozzi.com","Mafalda Minnozzi","Brasilia","it",-10800,1110,"fadamafalda",FALSE,"US","Stati Uniti","city","Manhattan, NY",NA,NA,40.780709,-73.9685415,40.73505,-73.99573,"https://www.instagram.com/p/BgC2R6dBSpw/","https://t.co/SuUVu7ueHX"
"90","Forgot to take a pic. Whoops. We've been daydrinking cut us some slack. - Drinking a Helles by @canoebrewpub at… https://t.co/Kabz7g0gXx",0,0,FALSE,TRUE,"971564590172659715",NA,"<a href=""https://untappd.com"" rel=""nofollow"">Untappd</a>",FALSE,"Thu Mar 08 01:53:43 +0000 2018",NA,NA,"en",65,FALSE,"Canmore, Alberta","22038674","Concert goer, reader, movie lover, Oilers Fan, hockey announcer, NFL Dolphins watcher, wannabe world traveller, and beer taster...oh and I like U2. A lot.",TRUE,"Thu Feb 26 17:58:33 +0000 2009",11544,708,7524,FALSE,"http://www.imwideawake.blogspot.com/","Heather","America/Edmonton","en",-25200,853,"hjwallace1",FALSE,"CA","Canada","city","Victoria, British Columbia",NA,NA,48.4267305,-123.3583795,48.4297,-123.371,"https://twitter.com/i/web/status/971564590172659715","https://t.co/Kabz7g0gXx"
"91","Elysian Hawaiian Sunburn on tap now. https://t.co/4bwSoJOE7i @elysianbrewing #BeerMenus",0,0,FALSE,FALSE,"971564590676037634",NA,"<a href=""http://www.beermenus.com"" rel=""nofollow"">Beer Menus </a>",FALSE,"Thu Mar 08 01:53:43 +0000 2018",NA,NA,"en",36,FALSE,"York, Pennsylvania","398432380","Located in downtown York, Holy Hound offers a constantly rotating and vast selection of craft brews. Holy Hound Taproom. Hallowed be thy Beer.",TRUE,"Wed Oct 26 01:52:12 +0000 2011",7577,2247,55,FALSE,"http://holyhoundtaproom.com","Holy Hound Taproom","Atlantic Time (Canada)","en",-14400,236,"holyhoundtaps",FALSE,"US","United States","city","York, PA",NA,NA,39.967009,-76.731008,39.9620223,-76.7296189,"https://www.beermenus.com/places/16710-holy-hound-taproom?b_id=120224&utm_content=beer-120224&utm_medium=serving-share&utm_source=twitter","https://t.co/4bwSoJOE7i"
"92","#realfansgonuts for #wyoming #cowboys . Now available custom Kukui for al occasions.… https://t.co/GUFg4ABnAs",0,0,FALSE,FALSE,"971564591493902336",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:44 +0000 2018",NA,NA,"en",7,FALSE,"Las Vegas, NV","172417263","Polynesian kukui nuts and fashion accessories from the Islanders who created them!",TRUE,"Thu Jul 29 17:25:11 +0000 2010",387,358,42,FALSE,"http://realfansgonuts.com","Go Nuts","Pacific Time (US & Canada)","en",-28800,1548,"RealFansGoNuts",FALSE,"US","United States","city","Paradise, NV",NA,NA,36.0609645,-115.135165,36.10466374,-115.1447096,"https://www.instagram.com/p/BgC2SCSDXMf/","https://t.co/GUFg4ABnAs"
"93","Just posted a photo @ Oceanside Beach https://t.co/r2VGVSFhNL",0,0,FALSE,FALSE,"971564593481908225",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:44 +0000 2018",NA,NA,"en",45,FALSE,"Dallas, TX","3322887319","Fela Raymond was born in Lagos, Nigeria. International Photographer . #Filmbyfela #portraitsbyfela",TRUE,"Fri Aug 21 22:18:07 +0000 2015",11612,518,3387,FALSE,"http://FELARAYMOND.COM","Fela Raymond",NA,"en",NA,527,"felaraymond",FALSE,"US","United States","city","Oceanside, CA",NA,NA,33.226316,-117.320879,33.1939674,-117.3836653,"https://www.instagram.com/p/BgC2SBXH35v/","https://t.co/r2VGVSFhNL"
"94","The Veteran's are back to obscurity ..
Kapernick made ppl pay them attention for a little while,… https://t.co/pYeedauUWR",0,0,FALSE,FALSE,"971564598695419904",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:45 +0000 2018",NA,NA,"en",30,FALSE,"Miami | Miami Beach | Brickell","60723337",NA,TRUE,"Mon Jul 27 22:00:55 +0000 2009",11380,591,1973,FALSE,"http://www.platzshare.com","Guerby Mertil","Atlantic Time (Canada)","en",-14400,608,"guerbymertil",FALSE,"US","United States","city","Miami, FL",NA,NA,25.7823535,-80.2333285,25.7877,-80.2241,"https://www.instagram.com/p/BgC2SMVnKHd/","https://t.co/pYeedauUWR"
"95","Diamond Bar: 5:53pm: sunset",0,0,FALSE,FALSE,"971564600125677568",NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>",FALSE,"Thu Mar 08 01:53:46 +0000 2018",NA,NA,"en",5,FALSE,"Diamond Bar, CA","198751701","Weather updates, forecast, warnings and information for Diamond Bar, CA. Sources: http://OpenWeatherMap.org, NOAA, USGS.",TRUE,"Tue Oct 05 04:09:14 +0000 2010",28454,50,0,FALSE,NA,"Diamond Bar Weather","Pacific Time (US & Canada)","en",-28800,1,"DiamondBarCA",FALSE,"US","United States","city","Diamond Bar, CA",NA,NA,34.000937,-117.815428,34,-117.83,NA,NA
"96","The Delicious Burrito
#streetphotography #streetphoto_color #ig_sreet #ig_streetphotography… https://t.co/4anlkIobqn",0,0,FALSE,FALSE,"971564602814357504",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:46 +0000 2018",NA,NA,"es",0,FALSE,"Champaign, IL","21267818","And there's always gonna be this little boy inside of me.",TRUE,"Thu Feb 19 02:25:06 +0000 2009",406,55,241,FALSE,NA,"Xin","Central Time (US & Canada)","en",-21600,125,"dong_xin",FALSE,"US","United States","city","San Francisco, CA",NA,NA,37.7706565,-122.4359785,37.78816,-122.400211,"https://www.instagram.com/p/BgC2SKEHmq0/","https://t.co/4anlkIobqn"
"97","POTUS has been breaking laws since he was elected. Not sure why I care anymore. Republicans sure don’t.",0,0,FALSE,FALSE,"971564604198473730",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",FALSE,"Thu Mar 08 01:53:47 +0000 2018",NA,NA,"en",49,FALSE,"KLAF","17322758","I'm into beer, scotch, aviation, travel, anthropodermic bibliopegy and screwing around. Once made eye-contact with Jimmy Fallon.",TRUE,"Tue Nov 11 21:30:10 +0000 2008",80379,848,6357,FALSE,"https://normaldave.com/","Rob","Eastern Time (US & Canada)","en",-18000,830,"rob_blue",FALSE,"US","United States","city","Lafayette, IN",NA,NA,40.407236,-86.8467525,40.41497599,-86.88435561,NA,NA
"98","When y’all gay girls be getting smashed by a strap on do y’all call your gf daddy or mommy? Curious how that works.",0,0,FALSE,FALSE,"971564607998488576",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",FALSE,"Thu Mar 08 01:53:48 +0000 2018",NA,NA,"en",295,FALSE,NA,"2172716342","First they love my twitter, then they love me in real life, then they hate my twitter. -Rockii",TRUE,"Sun Nov 03 19:55:48 +0000 2013",179776,2983,39869,FALSE,NA,"Will","Eastern Time (US & Canada)","en",-18000,1020,"Subtweetg0d",FALSE,"US","United States","city","Westchester, FL",NA,NA,25.7476345,-80.334528,25.73341408,-80.32122777,NA,NA
"99","Flyers are on TV, the beer is tasty, my sweet lady is hanging with me, who cares if my house turns into a ball of g… https://t.co/XqdUuNNzd0",0,0,FALSE,TRUE,"971564607562240000",NA,"<a href=""https://untappd.com"" rel=""nofollow"">Untappd</a>",FALSE,"Thu Mar 08 01:53:47 +0000 2018",NA,NA,"en",9,FALSE,"San Diego, CA","25585824","I make music and eat burritos.",TRUE,"Fri Mar 20 22:05:56 +0000 2009",3528,162,135,FALSE,"http://www.iamdustinblackwell.com","Dustin Blackwell","Pacific Time (US & Canada)","en",-28800,134,"IAmDustinBwell",FALSE,"US","United States","city","San Diego, CA",NA,NA,32.810012,-117.104989,32.7669,-117.195,"https://twitter.com/i/web/status/971564607562240000","https://t.co/XqdUuNNzd0"
"100","#scopeartshow #scopenyc #booth097 #annedevillemejane @ Metropolitan Pavilion Events &amp; Production… https://t.co/hIDWSuUFv5",0,0,FALSE,FALSE,"971564610900938754",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:48 +0000 2018",NA,NA,"ca",8,FALSE,"345 Broome St NY NY 10013","570941905","S. Artspace Gallery is a springboard for international contemporary artist focusing currently on the Caribbean follow us on Instagram@sohotelartspace",TRUE,"Fri May 04 15:54:07 +0000 2012",537,342,44,FALSE,"http://www.sohotelartspace.com","Sohotelartspace","Atlantic Time (Canada)","en",-14400,564,"eli_artfashion",FALSE,"US","United States","city","Manhattan, NY",NA,NA,40.780709,-73.9685415,40.74055,-73.99575,"https://www.instagram.com/p/BgC2SauDAjM/","https://t.co/hIDWSuUFv5"
"101","#fmspad #fms_b #beginswithb #building #atlanta #weloveatl @ Atlanta, Georgia https://t.co/BiUByiRPnv",0,0,FALSE,FALSE,"971564611404054529",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:53:48 +0000 2018",NA,NA,"lt",40,FALSE,"Atlanta","19269089","#Actress #improviser #mommy #professor #humanist #UGA #MichaelChekhov #pantsuitnation #actorslife | AD of @impulserep | Repped by Houghton Talent: 404.603.9454",TRUE,"Wed Jan 21 01:15:38 +0000 2009",2208,2239,604,FALSE,"http://www.karacantrell.net","Kara Cantrell","Central Time (US & Canada)","en",-21600,4918,"karacantrell",FALSE,"US","United States","city","Atlanta, GA",NA,NA,33.7671945,-84.433106,33.7489,-84.3881,"https://www.instagram.com/p/BgC2SRXnRUP/","https://t.co/BiUByiRPnv"
